number,answer,level
6082,6=0+8-2;6+0=8-2;6-0=8-2,easy
6084,6=0+8-√4;6+0=8-√4;6-0=8-√4,medium
6086,6+0*8=6;6=0*8+6;6+0/8=6;6-0/8=6;6-0*8=6;6=0/8+6,easy
6087,6⁰=8-7,hard
6088,6*0=8-8;6*0+8=8;6⁰*8=8;6⁰=8/8,easy
6089,6⁰+8=9,hard
6090,6*0*√9=0;6*0=√9*0;6*0/√9=0;6⁰=√9⁰;6*0/9=0;6*0=9*0;6*0*9=0;6⁰=9⁰,easy
6092,6-0=√9*2;6=0+√9*2;6+0=√9*2;6⁰=√9-2,medium
6093,6⁰=√9/3;6⁰*√9=3;6=0+√9+3;6=0+9-3;6-0=√9+3;6*0+√9=3;6-0-√9=3;6+0=√9+3;6+0=9-3;6+0-√9=3;6*0=√9-3;6-0=9-3,easy
6094,6+0=√9*√4;6=0+√9*√4;6-0=√9*√4;6⁰+√9=4;6⁰=√9-√4,medium
6096,6=0/√9+6;6=0*√9+6;6=0*9+6;6-0/√9=6;6=0/9+6;6+0*√9=6;6-0*9=6;6+0*9=6;6-0*√9=6;6+0/9=6;6+0/√9=6;6-0/9=6,easy
6098,6⁰=9-8,hard
6099,6*0=9-9;6⁰*√9=√9;6*0+9=9;6+0+√9=9;6-0+√9=9;6⁰*9=9;6-0-√9=√9;6⁰=9/9;6-0=9-√9;6+0=9-√9;6-0=√9+√9;6=0+√9+√9;6*0=√9-√9;6=0-√9+9;6⁰=√9/√9;6*0+√9=√9;6+0-√9=√9;6+0=√9+√9;6=0+9-√9,easy
6100,6¹*0=0;6*1*0=0;6/1*0=0,easy
6105,6=1⁰+5;6=1-0+5;6-1⁰=5;6-1=0+5;6-1+0=5;6-1-0=5;6=1+0+5,easy
6106,6¹-0=6;6=1⁰*6;6+1*0=6;6/1=0+6;6/1+0=6;6*1+0=6;6*1⁰=6;6/1-0=6;6¹+0=6;6¹=0+6;6*1-0=6;6¹⁰=6;6=1*0+6;6/1⁰=6;6-1*0=6;6*1=0+6,easy
6107,6+1=0+7;6+1+0=7;6+1-0=7;6+1⁰=7,easy
6114,6-1=1+4;6-1-1=4;6=1+1+4,easy
6115,6/1=1+5;6=1¹+5;6-1*1=5;6¹=1+5;6-1/1=5;6*1=1+5;6=1+1*5;6*1-1=5;6=1*1+5;6/1-1=5;6¹-1=5;6-1=1*5;6=1/1+5;6-1¹=5,easy
6116,6=1-1+6;6*1*1=6;6¹/1=6;6*1=1*6;6=1¹*6;6=1/1*6;6*1/1=6;6¹=1*6;6/1=1*6;6*1¹=6;6/1¹=6;6¹¹=6;6+1=1+6;6=1*1*6;6+1-1=6;6/1*1=6;6/1/1=6;6¹*1=6;6-1+1=6,easy
6117,6+1/1=7;6+1*1=7;6+1=1*7;6¹+1=7;6/1+1=7;6+1¹=7;6*1+1=7,easy
6118,6+1+1=8,hard
6123,6-1-2=3;6*1/2=3;6/1=2*3;6*1=2*3;6=1+2+3;6/1/2=3;6=1*2*3;6¹/2=3;6¹=2*3;6-1=2+3,easy
6124,6*1-2=4;6/1-2=4;6/1=2+4;6-1*2=4;6*1=2+4;6=1*2+4;6¹-2=4;6¹=2+4,easy
6125,6=1²+5;6-1²=5;6+1-2=5;6+1=2+5,easy
6126,6=1²*6;6*1²=6;6/1²=6;6¹²=6,medium
6127,6=1-2+7;6+1²=7;6-1+2=7,easy
6128,6/1+2=8;6*1+2=8;6+1*2=8;6¹+2=8,easy
6129,6+1+2=9;6*1=2*√9;6/1/2=√9;6/1=2*√9;6¹=2*√9;6¹/2=√9;6*1/2=√9;6-1=2+√9;6-1-2=√9;6=1*2*√9;6=1+2+√9,medium
6132,6¹=3*2;6-1=3+2;6¹/3=2;6=1*3*2;6*1=3*2;6-1-3=2;6/1/3=2;6*1/3=2;6=1+3+2;6/1=3*2,easy
6133,6/1-3=3;6¹=3+3;6/1=3+3;6=1*3+3;6*1=3+3;6-1*3=3;6¹-3=3;6*1-3=3,easy
6134,6-1=3+√4;6+1=3+4;6¹=3*√4;6*1/3=√4;6=1+3+√4;6*1=3*√4;6=1*3*√4;6-1-3=√4;6+1-3=4;6¹/3=√4;6/1/3=√4;6/1=3*√4,easy
6138,6=1-3+8;6-1+3=8,easy
6139,6*1-3=√9;6/1=3+√9;6=1*3+√9;6-1*3=√9;6/1-3=√9;6+1*3=9;6/1+3=9;6¹=3+√9;6*1+3=9;6*1=3+√9;6¹-3=√9;6¹+3=9,easy
6141,6=1+4+1;6-1=4+1;6-1-4=1,easy
6142,6/1-4=2;6-1*4=2;6/1=4+2;6*1=4+2;6¹-4=2;6*1-4=2;6=1*4+2;6¹=4+2,easy
6143,6-1-√4=3;6*1=√4*3;6¹/√4=3;6*1/√4=3;6+1=4+3;6¹=√4*3;6=1*√4*3;6=1+√4+3;6/1=√4*3;6+1-4=3;6-1=√4+3;6/1/√4=3,easy
6144,6/1=√4+4;6*1-√4=4;6*1=√4+4;6¹-√4=4;6¹-4=√4;6/1-4=√4;6/1=4+√4;6-1*4=√4;6/1-√4=4;6¹=4+√4;6*1=4+√4;6=1*√4+4;6=1*4+√4;6*1-4=√4;6-1*√4=4;6¹=√4+4,medium
6145,6+1=√4+5;6+1-√4=5,hard
6147,6-1+√4=7;6=1-√4+7,hard
6148,6*1+√4=8;6+1*√4=8;6¹+√4=8;6/1+√4=8,medium
6149,6+1=4+√9;6=1+√4+√9;6¹/√4=√9;6¹=√4*√9;6+1+√4=9;6-1=√4+√9;6*1/√4=√9;6=1*√4*√9;6-1-√4=√9;6/1=√4*√9;6/1/√4=√9;6=1-4+9;6+1-4=√9;6*1=√4*√9;6-1+4=9,easy
6150,6-1-5=0;6=1+5-0;6=1+5+0;6-1=5-0;6-1=5+0,easy
6151,6*1=5+1;6-1=5¹;6=1+5/1;6-1=5/1;6=1+5*1;6/1=5+1;6=1*5+1;6*1-5=1;6¹=5+1;6-1=5*1;6/1-5=1;6¹-5=1;6=1+5¹;6-1*5=1,easy
6152,6+1=5+2;6+1-5=2,easy
6154,6+1-5=√4;6+1=5+√4,hard
6160,6=1*6-0;6*1-6=0;6/1=6+0;6/1-6=0;6-1*6=0;6/1=6-0;6=1*6+0;6¹=6+0;6¹=6-0;6*1=6+0;6¹-6=0;6*1=6-0,easy
6161,6/1=6*1;6*1=6/1;6*1/6=1;6¹=6*1;6¹=6/1;6/1/6=1;6=1+6-1;6=1*6¹;6+1-6=1;6*1=6*1;6=1*6*1;6/1=6¹;6¹/6=1;6=1*6/1;6¹=6¹;6+1=6+1;6-1=6-1;6/1=6/1;6*1=6¹,easy
6170,6+1=7+0;6+1=7-0;6+1-7=0,easy
6171,6+1=7*1;6+1=7¹;6¹=7-1;6*1=7-1;6=1*7-1;6/1=7-1;6+1=7/1,easy
6172,6-1=7-2;6=1+7-2,easy
6174,6-1=7-√4;6=1+7-√4,hard
6181,6+1=8-1,hard
6182,6¹=8-2;6=1*8-2;6*1=8-2;6/1=8-2,easy
6183,6-1=8-3;6=1+8-3,easy
6184,6*1=8-√4;6/1=8-√4;6¹=8-√4;6=1*8-√4,medium
6189,6=1+8-√9;6-1=8-√9,hard
6192,6¹=√9*2;6/1/√9=2;6-1-√9=2;6/1=√9*2;6+1=9-2;6*1=√9*2;6=1*√9*2;6=1+√9+2;6-1=√9+2;6*1/√9=2;6¹/√9=2,medium
6193,6/1-√9=3;6¹=√9+3;6/1=√9+3;6*1=√9+3;6=1*√9+3;6¹-√9=3;6-1*√9=3;6*1-√9=3;6/1=9-3;6=1*9-3;6¹=9-3;6*1=9-3,easy
6194,6¹/√9=√4;6+1=√9+4;6=1+9-4;6-1-√9=√4;6+1-√9=4;6/1/√9=√4;6*1/√9=√4;6-1=√9+√4;6/1=√9*√4;6=1+√9+√4;6¹=√9*√4;6+1=9-√4;6=1*√9*√4;6*1=√9*√4;6-1=9-4,easy
6198,6-1+√9=8;6=1-√9+8,hard
6199,6*1=9-√9;6-1*√9=√9;6¹=√9+√9;6¹=9-√9;6*1=√9+√9;6¹-√9=√9;6/1+√9=9;6+1*√9=9;6/1-√9=√9;6*1-√9=√9;6/1=9-√9;6¹+√9=9;6*1+√9=9;6=1*√9+√9;6/1=√9+√9;6=1*9-√9,medium
6200,6/2*0=0;6*2*0=0;6²*0=0,easy
6203,6/2=0+3;6/2+0=3;6/2-0=3,easy
6204,6-2-0=4;6-2=0+4;6=2-0+4;6=2+0+4;6-2+0=4,easy
6205,6=2⁰+5;6-2⁰=5,hard
6206,6-2*0=6;6=2*0+6;6/2⁰=6;6²⁰=6;6=2⁰*6;6+2*0=6;6*2⁰=6,easy
6207,6+2⁰=7,hard
6208,6+2+0=8;6+2-0=8;6+2=0+8,easy
6209,6/2=0+√9;6/2-0=√9;6/2+0=√9,medium
6212,6/2=1+2;6/2-1=2,easy
6213,6=2¹*3;6=2+1+3;6/2/1=3;6-2=1+3;6=2*1*3;6=2/1*3;6/2*1=3;6-2-1=3;6/2=1*3;6/2¹=3,easy
6214,6/2=1+√4;6-2*1=4;6=2¹+4;6=2+1*4;6/2+1=4;6=2*1+4;6/2-1=√4;6=2/1+4;6-2/1=4;6-2=1*4;6-2¹=4,easy
6215,6=2-1+5;6-2+1=5,easy
6217,6+2=1+7;6+2-1=7,easy
6218,6+2*1=8;6+2¹=8;6+2=1*8;6+2/1=8,easy
6219,6-2=1+√9;6/2=1*√9;6=2¹*√9;6=2*1*√9;6+2+1=9;6=2/1*√9;6/2/1=√9;6-2-1=√9;6/2*1=√9;6=2+1+√9;6/2¹=√9,medium
6221,6/2=2+1;6/2-2=1,easy
6222,6-2=2+2;6=2*2+2;6=2²+2;6-2=2*2;6=2+2+2;6-2*2=2;6-2=2²;6-2-2=2;6=2+2*2;6-2²=2;6=2+2²,easy
6224,6=2+2*√4;6+2=2*4;6=2*2+√4;6=2+2+√4;6-2=2*√4;6-2=2+√4;6-2-2=√4;6-2²=√4;6=2²+√4;6-2*2=√4,medium
6225,6=2/2+5;6/2+2=5;6-2/2=5,easy
6226,6=2-2+6;6-2+2=6;6/2*2=6;6+2=2+6;6*2/2=6;6*2=2*6;6=2/2*6;6+2-2=6,easy
6227,6+2/2=7,hard
6230,6/2-3=0;6-2*3=0;6/2=3-0;6=2*3+0;6=2*3-0;6/2=3+0,easy
6231,6/2=3*1;6-2-3=1;6=2*3¹;6=2*3*1;6=2+3+1;6=2*3/1;6-2=3+1;6/2=3¹;6/2/3=1;6/2=3/1,easy
6234,6*2/3=4;6*2=3*4,easy
6235,6+2=3+5;6+2-3=5,easy
6236,6/2+3=6,hard
6237,6=2-3+7;6-2+3=7,easy
6239,6*2=3+9;6*2-3=9;6=2/3*9;6/2*3=9,easy
6240,6-2-4=0;6-2=4+0;6=2+4-0;6-2=4-0;6=2+4+0,easy
6241,6=2+4*1;6-2=4*1;6/2=4-1;6=2+4¹;6-2=4¹;6-2=4/1;6/2=√4+1;6=2+4/1;6/2-√4=1,easy
6242,6=2+√4²;6+2=4*2;6-2*√4=2;6=2*4-2;6-2=√4²;6-2-√4=2;6=2*√4+2;6=2+√4*2;6=2+√4+2;6-2=√4*2;6-2=√4+2,easy
6243,6*2=4*3;6*2/4=3,easy
6244,6+2=√4*4;6-2=√4+√4;6-2*√4=√4;6+2=4+4;6+2-4=4;6=2+√4*√4;6=2*4-√4;6=2*√4+√4;6+2=4*√4;6-2=√4*√4;6=2+√4+√4;6-2-√4=√4,easy
6245,6/2+√4=5;6=2/√4+5;6-2/√4=5,medium
6246,6=2/√4*6;6+2-√4=6;6/2*√4=6;6=2-√4+6;6*2/√4=6;6*2=√4*6;6-2+√4=6;6+2=√4+6,medium
6247,6/2+4=7;6+2/√4=7,medium
6248,6=2-4+8;6*2-4=8;6-2+4=8;6*2=4+8,easy
6249,6²/4=9;6*2/4=√9;6²=4*9;6*2=4*√9,medium
6251,6-2=5-1;6=2+5-1,easy
6252,6/2=5-2,hard
6253,6+2=5+3;6+2-5=3,easy
6254,6=2*5-4;6/2=5-√4,medium
6257,6*2-5=7;6*2=5+7,easy
6258,6/2+5=8,hard
6259,6=2-5+9;6+2=5+√9;6+2-5=√9;6-2+5=9,easy
6262,6/2=6/2;6*2/6=2;6+2-6=2;6*2=6*2;6+2=6+2;6-2=6-2;6²=6²;6=2*6/2;6=2+6-2,easy
6263,6/2=6-3,hard
6264,6-2=6-√4;6*2=6*√4;6=2+6-√4;6=2*6/√4;6*2/6=√4;6/2=6/√4;6+2-6=√4;6+2=6+√4,medium
6266,6²/6=6;6=2*6-6;6*2=6+6;6*2-6=6;6²=6*6,easy
6269,6/2=6-√9;6/2+6=9,medium
6271,6+2=7+1;6+2-7=1,easy
6273,6=2+7-3;6-2=7-3,easy
6274,6/2=7-4,hard
6275,6*2=7+5;6*2-7=5,easy
6278,6=2*7-8,hard
6279,6=2+7-√9;6-2=7-√9,hard
6280,6+2=8-0;6+2=8+0;6+2-8=0,easy
6281,6+2=8*1;6+2=8/1;6+2=8¹,easy
6282,6-2=8/2;6=2+8/2,easy
6284,6*2=8+4;6-2=8/√4;6*2-8=4;6=2+8-4;6-2=8-4;6=2+8/√4,easy
6285,6/2=8-5,hard
6290,6/2=√9+0;6=2*√9+0;6-2*√9=0;6/2=√9-0;6=2*√9-0;6/2-√9=0,medium
6291,6/2=√9*1;6-2=√9+1;6+2=9-1;6=2*√9*1;6/2=√9¹;6/2=√9/1;6/2/√9=1;6=2*√9/1;6=2*√9¹;6-2-√9=1;6=2+√9+1,medium
6293,6/2=9/3;6*2=9+3;6=2*9/3;6*2-9=3,easy
6294,6²=9*4;6²/9=4;6*2=√9*4;6*2/√9=4,medium
6295,6-2=9-5;6+2-√9=5;6+2=√9+5;6=2+9-5,easy
6296,6/2=9-6;6/2+√9=6,medium
6297,6-2+√9=7;6=2-√9+7,hard
6299,6/2*√9=9;6*2-9=√9;6*2-√9=9;6=2/√9*9;6*2=9+√9;6=2*9/√9;6*2=√9+9;6/2=9/√9,medium
6300,6*3*0=0;6/3*0=0,easy
6302,6/3+0=2;6/3=0+2;6/3-0=2,easy
6303,6-3-0=3;6=3-0+3;6-3=0+3;6=3+0+3;6-3+0=3,easy
6304,6/3-0=√4;6/3=0+√4;6/3+0=√4,medium
6305,6=3⁰+5;6-3⁰=5,hard
6306,6/3⁰=6;6=3*0+6;6=3⁰*6;6*3⁰=6;6+3*0=6;6-3*0=6,easy
6307,6+3⁰=7,hard
6309,6-3=0+√9;6-3-0=√9;6=3-0+√9;6-3+0=√9;6+3=0+9;6+3+0=9;6=3+0+√9;6+3-0=9,easy
6311,6/3=1+1;6/3-1=1,easy
6312,6=3¹*2;6/3=1*2;6=3/1*2;6=3*1*2;6/3¹=2;6=3+1+2;6-3=1+2;6-3-1=2;6/3*1=2;6/3/1=2,easy
6313,6/3+1=3;6=3/1+3;6-3/1=3;6=3¹+3;6-3¹=3;6=3+1*3;6-3=1*3;6-3*1=3;6=3*1+3,easy
6314,6-3-1=√4;6=3-1+4;6/3*1=√4;6=3+1+√4;6=3/1*√4;6-3+1=4;6=3*1*√4;6-3=1+√4;6=3¹*√4;6/3=1*√4;6/3/1=√4;6/3¹=√4,easy
6318,6+3-1=8;6+3=1+8,easy
6319,6=3/1+√9;6-3=1*√9;6-3/1=√9;6+3/1=9;6=3*1+√9;6+3*1=9;6-3¹=√9;6/3+1=√9;6=3¹+√9;6-3*1=√9;6+3¹=9;6=3+1*√9;6+3=1*9,easy
6320,6=3*2-0;6/3=2+0;6/3=2-0;6/3-2=0;6-3*2=0;6=3*2+0,easy
6321,6=3*2*1;6-3=2+1;6/3=2/1;6=3+2+1;6/3=2¹;6=3*2¹;6-3-2=1;6/3=2*1;6/3/2=1;6=3*2/1,easy
6323,6=3²-3,hard
6324,6=3/2*4;6/3+2=4;6/3*2=4,easy
6325,6=3-2+5;6-3+2=5,easy
6327,6+3-2=7;6+3=2+7,easy
6329,6=3²-√9;6*3=2*9;6*3/2=9,easy
6330,6-3-3=0;6=3+3+0;6=3+3-0;6-3=3-0;6-3=3+0,easy
6331,6-3=3/1;6-3=3*1;6/3=3-1;6=3+3/1;6=3+3*1;6=3+3¹;6-3=3¹,easy
6332,6+3=3²,hard
6333,6+3=3*3;6=3*3-3,easy
6335,6/3+3=5;6-3/3=5;6=3/3+5,easy
6336,6+3=3+6;6*3/3=6;6+3-3=6;6/3*3=6;6=3-3+6;6=3/3*6;6*3=3*6;6-3+3=6,easy
6337,6+3/3=7,hard
6339,6=3*3-√9;6+3=3*√9,hard
6340,6=3*√4+0;6=3*√4-0;6/3-√4=0;6-3*√4=0;6/3=√4-0;6/3=√4+0,medium
6341,6/3=√4/1;6-3=4-1;6=3+√4+1;6-3=√4+1;6/3=√4*1;6/3=√4¹;6/3/√4=1;6=3*√4*1;6=3+4-1;6=3*√4/1;6-3-√4=1;6=3*√4¹,easy
6342,6/3=4-2;6=3*4/2;6/3=4/2,easy
6344,6/3+√4=4;6=3*4/√4;6=3/√4*4;6/3*√4=4;6/3=4/√4;6/3=4-√4,medium
6345,6+3-4=5;6-3+√4=5;6+3=4+5;6=3-√4+5,easy
6346,6/3+4=6;6=3*4-6,easy
6347,6+3-√4=7;6+3=√4+7;6-3+4=7;6=3-4+7,easy
6348,6=3/4*8;6/3*4=8,easy
6349,6*3=√4*9;6*3/√4=9,hard
6352,6=3+5-2;6-3=5-2,easy
6353,6/3=5-3,hard
6354,6=3+5-√4;6+3-5=4;6-3=5-√4;6+3=5+4,easy
6357,6/3+5=7,hard
6358,6-3+5=8;6=3-5+8,easy
6359,6/3=5-√9;6=3*5-9,medium
6362,6-3=6/2;6=3+6/2,easy
6363,6-3=6-3;6=3*6/3;6*3/6=3;6*3=6*3;6/3=6/3;6+3=6+3;6=3+6-3;6+3-6=3,easy
6364,6/3=6-4;6-3=6/√4;6=3+6/√4,medium
6368,6/3+6=8,hard
6369,6+3-6=√9;6=3-6+9;6-3=6-√9;6=3+6-√9;6*3=6*√9;6-3+6=9;6+3=6+√9;6=3*6/√9;6*3/6=√9;6/3=6/√9,easy
6372,6+3-7=2;6+3=7+2,easy
6374,6+3-7=√4;6+3=7+√4;6=3+7-4;6-3=7-4,easy
6375,6/3=7-5,hard
6379,6/3+7=9,hard
6381,6+3-8=1;6+3=8+1,easy
6384,6/3=8/4;6=3*8/4,easy
6385,6=3+8-5;6-3=8-5,easy
6386,6/3=8-6,hard
6390,6-3=√9+0;6+3=9+0;6=3+√9-0;6=3+√9+0;6-3=√9-0;6-3-√9=0;6+3-9=0;6+3=9-0,easy
6391,6-3=√9*1;6+3=9*1;6+3=9/1;6/3=√9-1;6-3=√9¹;6-3=√9/1;6+3=9¹;6=3+√9/1;6=3+√9¹;6=3+√9*1,easy
6392,6*3/9=2;6*3=9*2;6+3=√9²,easy
6393,6=3+9/3;6=3*√9-3;6-3=9/3;6+3=√9*3,easy
6394,6*3=9*√4;6*3/9=√4,hard
6395,6-3/√9=5;6/3+√9=5;6=3/√9+5,medium
6396,6/3*√9=6;6=3-√9+6;6-3=9-6;6=3/√9*6;6=3+9-6;6-3+√9=6;6*3/√9=6;6+3=√9+6;6+3-√9=6;6*3=√9*6,easy
6397,6+3/√9=7;6/3=9-7,medium
6399,6=3+9/√9;6=3*√9-√9;6+3=√9*√9;6*3=9+9;6*3-9=9;6-3=9/√9,easy
6400,6*4*0=0;6/4*0=0;6*√4*0=0;6/√4*0=0,easy
6402,6-4=0+2;6=4+0+2;6-4-0=2;6-4+0=2;6=4-0+2,easy
6403,6/√4-0=3;6/√4=0+3;6/√4+0=3,medium
6404,6-4=0+√4;6=4+0+√4;6-√4+0=4;6=4-0+√4;6-√4-0=4;6-4+0=√4;6-√4=0+4;6=√4+0+4;6=√4-0+4;6-4-0=√4,medium
6405,6=√4⁰+5;6-4⁰=5;6=4⁰+5;6-√4⁰=5,medium
6406,6*4⁰=6;6-√4*0=6;6+√4*0=6;6*√4⁰=6;6=4*0+6;6+4*0=6;6/√4⁰=6;6/4⁰=6;6-4*0=6;6=4⁰*6;6=√4⁰*6;6=√4*0+6,easy
6407,6+4⁰=7;6+√4⁰=7,hard
6408,6+√4+0=8;6+√4=0+8;6+√4-0=8,medium
6409,6/√4-0=√9;6/√4=0+√9;6/√4+0=√9,medium
6411,6-4-1=1;6=4+1+1;6-4=1+1,easy
6412,6-4*1=2;6/√4=1+2;6/√4-1=2;6-4=1*2;6-4/1=2;6-4¹=2;6=4*1+2;6=4+1*2;6=4¹+2;6=4/1+2,easy
6413,6=√4¹*3;6=4-1+3;6/√4*1=3;6-√4-1=3;6=√4+1+3;6-√4=1+3;6=√4*1*3;6/√4/1=3;6-4+1=3;6/√4=1*3;6/√4¹=3;6=√4/1*3,easy
6414,6-√4=1*4;6-√4¹=4;6-4=1*√4;6=4*1+√4;6-4/1=√4;6=√4+1*4;6-√4/1=4;6=√4¹+4;6-4*1=√4;6-√4*1=4;6=4¹+√4;6/√4=1+√4;6=4+1*√4;6-4¹=√4;6/√4+1=4;6/√4-1=√4;6=√4*1+4;6=4/1+√4;6=√4/1+4,medium
6415,6=√4-1+5;6-√4+1=5,hard
6417,6+√4=1+7;6+√4-1=7,hard
6418,6+√4*1=8;6+√4=1*8;6+√4/1=8;6+√4¹=8,medium
6419,6/√4*1=√9;6=√4¹*√9;6/√4=1*√9;6=√4+1+√9;6=√4*1*√9;6=√4/1*√9;6/√4¹=√9;6+√4+1=9;6/√4/1=√9;6-√4=1+√9;6=4-1+√9;6-√4-1=√9;6+4-1=9;6-4+1=√9;6+4=1+9,easy
6420,6=4+2-0;6-4-2=0;6=4+2+0;6-4=2+0;6-4=2-0,easy
6421,6-4=2*1;6/√4=2+1;6=4+2/1;6-4=2/1;6=4+2¹;6/√4-2=1;6=4+2*1;6-4=2¹,easy
6422,6=√4+2+2;6=√4²+2;6=4*2-2;6-√4-2=2;6=√4+2*2;6=√4*2+2;6=√4+2²;6-√4=2²;6-√4=2*2;6-√4=2+2;6-√4*2=2;6-√4²=2,medium
6423,6=4/2*3;6/4*2=3,easy
6424,6=√4*2+√4;6-√4²=√4;6+√4=2*4;6=√4+2+√4;6=4/2+4;6-4/2=4;6-4+2=4;6=√4²+√4;6=√4+2*√4;6-√4=2+√4;6-√4=2*√4;6-√4*2=√4;6=4-2+4;6-√4-2=√4;6=4*2-√4,easy
6425,6/√4+2=5;6-√4/2=5;6=√4/2+5;6+4=2*5,medium
6426,6=√4/2*6;6/√4*2=6;6-√4+2=6;6+√4=2+6;6*√4=2*6;6*√4/2=6;6=√4-2+6;6+√4-2=6,medium
6427,6+√4/2=7,hard
6428,6+4/2=8;6+4-2=8;6+4=2+8,easy
6429,6/4*2=√9;6=4/2*√9,hard
6430,6=√4*3-0;6/√4-3=0;6-√4*3=0;6=√4*3+0;6/√4=3+0;6/√4=3-0,medium
6431,6-√4=3+1;6=√4+3+1;6-√4-3=1;6=4+3-1;6=√4*3/1;6=√4*3¹;6-4=3-1;6/√4=3*1;6/√4=3/1;6/√4=3¹;6/√4/3=1;6=√4*3*1,easy
6432,6/4=3/2;6=4*3/2,easy
6434,6*√4/3=4;6/4=3/√4;6=4*3/√4;6*√4=3*4,medium
6435,6=4-3+5;6-4+3=5;6+√4-3=5;6+√4=3+5,easy
6436,6/√4+3=6;6=4*3-6,medium
6437,6+4=3+7;6=√4-3+7;6+4-3=7;6-√4+3=7,easy
6438,6*4/3=8;6*4=3*8,easy
6439,6*√4-3=9;6*√4=3+9;6/√4*3=9;6=√4/3*9,medium
6440,6-4-√4=0;6-√4=4+0;6=4+√4-0;6-√4-4=0;6=√4+4+0;6=4+√4+0;6=√4+4-0;6-√4=4-0;6-4=√4-0;6-4=√4+0,medium
6441,6=√4+4*1;6-4=√4/1;6-4=√4¹;6=√4+4¹;6-√4=4*1;6=4+√4/1;6=4+√4¹;6/√4-√4=1;6=4+√4*1;6=√4+4/1;6/√4=√4+1;6/√4=4-1;6-√4=4/1;6-√4=4¹;6-4=√4*1,medium
6442,6=√4+√4*2;6-4=4/2;6=√4*4-2;6-√4=√4²;6-4=4-2;6-√4=√4*2;6+√4=4*2;6=4*√4-2;6=√4+√4+2;6=4+4/2;6-√4-√4=2;6-√4*√4=2;6=4+4-2;6=√4*√4+2;6-√4=√4+2;6=√4+√4²,easy
6443,6/4*√4=3;6=4/√4*3;6*√4=4*3;6*√4/4=3,medium
6444,6=4/√4+4;6-√4=√4*√4;6-√4=√4+√4;6+√4=4+4;6-√4*√4=√4;6-4/√4=4;6=4*√4-√4;6-√4-√4=√4;6=4+4/√4;6=√4*√4+√4;6+√4=4*√4;6=√4+√4+√4;6=√4+√4*√4;6=√4*4-√4;6-4+√4=4;6=4+4-√4;6-4=4/√4;6+√4=√4*4;6+√4-4=4;6=4-√4+4;6-4=4-√4,medium
6445,6-√4/√4=5;6-4/4=5;6+4=√4*5;6/√4+√4=5;6=√4/√4+5;6=4/4+5,easy
6446,6+4-4=6;6/4*4=6;6+√4=√4+6;6*4/4=6;6=√4-√4+6;6-√4+√4=6;6*√4=√4*6;6/√4*√4=6;6=√4/√4*6;6=4/4*6;6+4=4+6;6*√4/√4=6;6-4+4=6;6+√4-√4=6;6=4-4+6;6*4=4*6,easy
6447,6/√4+4=7;6+4/4=7;6+√4/√4=7,medium
6448,6-√4+4=8;6+4=√4+8;6*√4-4=8;6*√4=4+8;6+4-√4=8;6=√4-4+8;6+4/√4=8,medium
6449,6*√4/4=√9;6/4*√4=√9;6=4/√4*√9;6*√4=4*√9,medium
6451,6=√4+5-1;6-√4=5-1,hard
6452,6/√4=5-2;6+4=5*2,medium
6453,6-4=5-3;6+√4-5=3;6+√4=5+3;6=4+5-3,easy
6454,6/√4=5-√4;6=√4*5-4;6+4=5*√4,medium
6455,6+4=5+5;6+4-5=5,easy
6457,6*√4=5+7;6=4-5+7;6-4+5=7;6*√4-5=7,easy
6458,6/√4+5=8,hard
6459,6-4=5-√9;6+√4=5+√9;6=√4-5+9;6+√4-5=√9;6=4+5-√9;6-√4+5=9,medium
6462,6+√4-6=2;6/√4=6/2;6-√4=6-2;6+√4=6+2;6=√4+6-2;6*√4/6=2;6=√4*6/2;6*√4=6*2,medium
6463,6=4+6/3;6/√4=6-3;6-4=6/3,easy
6464,6=√4+6-√4;6/4=6/4;6+4=6+4;6*4/6=4;6+√4=6+√4;6*4=6*4;6=4+6-4;6=4*6/4;6-4=6-4;6=√4*6/√4;6-√4=6-√4;6/√4=6/√4;6*√4/6=√4;6+√4-6=√4;6*√4=6*√4;6+4-6=4,easy
6466,6*√4-6=6;6=√4*6-6;6*√4=6+6,medium
6468,6-4+6=8;6=4-6+8,easy
6469,6-4=6/√9;6/√4+6=9;6=4+6/√9;6=4/6*9;6/4*6=9;6/√4=6-√9,easy
6471,6+√4-7=1;6+√4=7+1,hard
6473,6=√4+7-3;6+4-7=3;6-√4=7-3;6+4=7+3,easy
6474,6/√4=7-4,hard
6475,6=4+7-5;6-4=7-5;6*√4-7=5;6*√4=7+5,easy
6478,6=√4*7-8,hard
6479,6=√4+7-√9;6-4+7=9;6=4-7+9;6+4=7+√9;6-√4=7-√9;6+4-7=√9,easy
6480,6+√4-8=0;6+√4=8+0;6+√4=8-0,medium
6481,6+√4=8¹;6+√4=8/1;6+√4=8*1,medium
6482,6+4=8+2;6+4-8=2;6-√4=8/2;6=√4+8/2,easy
6483,6*4/8=3;6*4=8*3,easy
6484,6+4-8=√4;6-√4=8/√4;6=√4+8/√4;6+4=8+√4;6*√4-8=4;6-√4=8-4;6=√4+8-4;6-4=8/4;6*√4=8+4;6=4+8/4,easy
6485,6/√4=8-5,hard
6486,6=4+8-6;6-4=8-6,easy
6489,6*4/8=√9;6*4=8*√9,hard
